symbol,name,sector,industry,lending
8403,住友信託銀行,Financials,銀行業,貸借
8404,みずほ信託銀行,Financials,銀行業,貸借
8409,八千代銀行,Financials,銀行業,貸借
8411,みずほフィナンシャルグループ,Financials,銀行業,貸借
8415,紀陽ホールディングス,Financials,銀行業,貸借
8416,高知銀行,Financials,銀行業,信用
8418,山口フィナンシャルグループ,Financials,銀行業,貸借
8423,フィデック,Financials,その他金融業,貸借
8424,芙蓉総合リース,Financials,その他金融業,貸借
8425,興銀リース,Financials,その他金融業,貸借
8426,ニッシン債権回収,Financials,その他金融業,貸借
8439,センチュリー・リーシング・システム,Financials,その他金融業,貸借
8473,ＳＢＩホールディングス,Financials,証券･商品先物取引業,貸借
8511,日本証券金融,Financials,その他金融業,貸借
8512,大阪証券金融,Financials,その他金融業,貸借
8515,アイフル,Financials,その他金融業,貸借
8518,日本アジア投資,Financials,証券･商品先物取引業,信用
8519,ポケットカード,Financials,その他金融業,貸借
8520,きらやか銀行,Financials,銀行業,貸借
8521,長野銀行,Financials,銀行業,貸借
8522,名古屋銀行,Financials,銀行業,貸借
8527,愛知銀行,Financials,銀行業,貸借
8529,第三銀行,Financials,銀行業,貸借
8530,中京銀行,Financials,銀行業,貸借
8536,東日本銀行,Financials,銀行業,貸借
8537,大光銀行,Financials,銀行業,貸借
8541,愛媛銀行,Financials,銀行業,貸借
8542,トマト銀行,Financials,銀行業,貸借
8543,みなと銀行,Financials,銀行業,貸借
8544,京葉銀行,Financials,銀行業,貸借
8545,関西アーバン銀行,Financials,銀行業,貸借
8550,栃木銀行,Financials,銀行業,貸借
8551,北日本銀行,Financials,銀行業,貸借
8556,香川銀行,Financials,銀行業,貸借
8558,東和銀行,Financials,銀行業,貸借
8561,徳島銀行,Financials,銀行業,信用
8562,福島銀行,Financials,銀行業,貸借
8563,大東銀行,Financials,銀行業,貸借
8564,武富士,Financials,その他金融業,貸借
8566,リコーリース,Financials,その他金融業,貸借
8568,シンキ,Financials,その他金融業,貸借
8570,イオンクレジットサービス,Financials,その他金融業,貸借
8571,ＮＩＳグループ,Financials,その他金融業,貸借
8572,アコム,Financials,その他金融業,貸借
8574,プロミス,Financials,その他金融業,貸借
8577,ロプロ,Financials,その他金融業,信用
8579,東京リース,Financials,その他金融業,貸借
8584,ジャックス,Financials,その他金融業,貸借
8585,オリエントコーポレーション,Financials,その他金融業,貸借
8586,日立キャピタル,Financials,その他金融業,貸借
8588,セントラルファイナンス,Financials,その他金融業,貸借
8591,オリックス,Financials,その他金融業,貸借
8593,三菱ＵＦＪリース,Financials,その他金融業,貸借
8595,ジャフコ,Financials,証券･商品先物取引業,貸借
8597,ＳＦＣＧ,Financials,その他金融業,信用
8601,大和証券グループ本社,Financials,証券･商品先物取引業,貸借
8604,野村ホールディングス,Financials,証券･商品先物取引業,貸借
8606,新光証券,Financials,証券･商品先物取引業,貸借
8607,みずほインベスターズ証券,Financials,証券･商品先物取引業,貸借
8609,岡三証券グループ,Financials,証券･商品先物取引業,貸借
8613,丸三証券,Financials,証券･商品先物取引業,貸借
8614,東洋証券,Financials,証券･商品先物取引業,貸借
8616,東海東京証券,Financials,証券･商品先物取引業,貸借
8617,光世証券,Financials,証券･商品先物取引業,貸借
8622,水戸証券,Financials,証券･商品先物取引業,貸借
8624,いちよし証券,Financials,証券･商品先物取引業,貸借
8625,高木証券,Financials,証券･商品先物取引業,貸借
8628,松井証券,Financials,証券･商品先物取引業,貸借
8634,ジェー・ピー・モルガン・チェース・アンド・カンパニー,Financials,銀行業,その他
8648,バンク・オブ・アメリカ・コーポレーション,Financials,銀行業,その他
8657,ユービーエス・エイ・ジー,Financials,銀行業,その他
8665,ビー・エヌ・ピー・パリバ,Financials,銀行業,その他
8685,アメリカン・インターナショナル・グループ・インク,Financials,保険業,その他
8686,アフラック・インコーポレーテッド,Financials,保険業,その他
8689,エイゴン・エヌ・ヴイ,Financials,保険業,その他
8692,だいこう証券ビジネス,Financials,証券･商品先物取引業,貸借
8698,マネックスグループ,Financials,証券･商品先物取引業,貸借
8703,カブドットコム証券,Financials,証券･商品先物取引業,貸借
8706,極東証券,Financials,証券･商品先物取引業,貸借
8707,岩井証券,Financials,証券･商品先物取引業,貸借
8710,シティグループ・インク,Financials,銀行業,信用
8725,三井住友海上グループホールディングス,Financials,保険業,貸借
8729,ソニーフィナンシャルホールディングス,Financials,保険業,貸借
8742,小林洋行,Financials,証券･商品先物取引業,貸借
8754,日本興亜損害保険,Financials,保険業,貸借
8755,損害保険ジャパン,Financials,保険業,貸借
8759,ニッセイ同和損害保険,Financials,保険業,貸借
8761,あいおい損害保険,Financials,保険業,貸借
8763,富士火災海上保険,Financials,保険業,貸借
8766,東京海上ホールディングス,Financials,保険業,貸借
8767,ウェブクルー,Financials,保険業,貸借
8772,アサックス,Financials,その他金融業,信用
8789,フィンテック　グローバル,Financials,その他金融業,信用
8793,ＮＥＣキャピタルソリューション,Financials,その他金融業,貸借
8795,Ｔ＆Ｄホールディングス,Financials,保険業,貸借
8801,三井不動産,Real Estate,不動産業,貸借
8802,三菱地所,Real Estate,不動産業,貸借
8803,平和不動産,Real Estate,不動産業,貸借
8804,東京建物,Real Estate,不動産業,貸借
8806,ダイビル,Real Estate,不動産業,貸借
8809,サンケイビル,Real Estate,不動産業,貸借
8815,東急不動産,Real Estate,不動産業,貸借
8818,京阪神不動産,Real Estate,不動産業,貸借
8821,立飛企業,Real Estate,不動産業,信用
8830,住友不動産,Real Estate,不動産業,貸借
8833,東宝不動産,Real Estate,不動産業,信用
8834,藤和不動産,Real Estate,不動産業,貸借
8835,太平洋興発,Industrials,卸売業,貸借
8838,有楽土地,Real Estate,不動産業,信用
8839,ニチモ,Real Estate,不動産業,貸借
8840,大京,Real Estate,不動産業,貸借
8841,テーオーシー,Real Estate,不動産業,貸借
8842,東京楽天地,Real Estate,不動産業,信用
8848,レオパレス２１,Real Estate,不動産業,信用
8858,ダイア建設,Real Estate,不動産業,その他
8860,フジ住宅,Real Estate,不動産業,貸借
8864,空港施設,Real Estate,不動産業,信用
8869,明和地所,Real Estate,不動産業,貸借
8870,住友不動産販売,Real Estate,不動産業,貸借
8871,ゴールドクレスト,Real Estate,不動産業,信用
8874,ジョイント・コーポレーション,Real Estate,不動産業,貸借
8875,東栄住宅,Real Estate,不動産業,信用
8877,日本エスリード,Real Estate,不動産業,貸借
8878,日本綜合地所,Real Estate,不動産業,貸借
8879,東急リバブル,Real Estate,不動産業,貸借
8880,飯田産業,Real Estate,不動産業,信用
8881,日神不動産,Real Estate,不動産業,貸借
8888,クリード,Real Estate,不動産業,貸借
8891,エムジーホーム,Real Estate,不動産業,信用
8895,アーネストワン,Real Estate,不動産業,信用
8897,タカラレーベン,Real Estate,不動産業,貸借
8902,パシフィックホールディングス,Real Estate,不動産業,信用
8904,サンヨーハウジング名古屋,Real Estate,不動産業,信用
8905,イオンモール,Real Estate,不動産業,信用
8907,フージャースコーポレーション,Real Estate,不動産業,貸借
8910,サンシティ,Real Estate,不動産業,貸借
8912,エリアクエスト,Real Estate,不動産業,貸借
8913,ゼクス,Real Estate,不動産業,貸借
8914,エリアリンク,Real Estate,不動産業,貸借
8915,タクトホーム,Real Estate,不動産業,信用
8918,ランド,Real Estate,不動産業,信用
8922,アイディーユー,Real Estate,不動産業,信用
8923,トーセイ,Real Estate,不動産業,貸借
8924,リサ・パートナーズ,Real Estate,不動産業,信用
8925,アルデプロ,Real Estate,不動産業,貸借
8929,船井財産コンサルタンツ,Real Estate,不動産業,信用
8933,エヌ・ティ・ティ都市開発,Real Estate,不動産業,信用
8934,サンフロンティア不動産,Real Estate,不動産業,貸借
8935,エフ・ジェー・ネクスト,Real Estate,不動産業,信用
8939,大和システム,Real Estate,不動産業,貸借
8940,インテリックス,Real Estate,不動産業,貸借
8944,ランドビジネス,Real Estate,不動産業,信用
8945,日本社宅サービス,Real Estate,不動産業,その他
8992,日本レップ,Real Estate,不動産業,信用
8993,アトリウム,Real Estate,不動産業,貸借
8998,リビングコーポレーション,Real Estate,不動産業,信用
8999,グランディハウス,Real Estate,不動産業,信用
9001,東武鉄道,Industrials,陸運業,貸借
9003,相模鉄道,Industrials,陸運業,貸借
9005,東京急行電鉄,Industrials,陸運業,貸借
9006,京浜急行電鉄,Industrials,陸運業,貸借
9007,小田急電鉄,Industrials,陸運業,貸借
9008,京王電鉄,Industrials,陸運業,貸借
9009,京成電鉄,Industrials,陸運業,貸借
9010,富士急行,Industrials,陸運業,貸借
9014,新京成電鉄,Industrials,陸運業,貸借
9017,新潟交通,Industrials,陸運業,その他
9020,東日本旅客鉄道,Industrials,陸運業,貸借
9021,西日本旅客鉄道,Industrials,陸運業,貸借
9022,東海旅客鉄道,Industrials,陸運業,貸借
9028,ゼロ,Industrials,陸運業,信用
9030,アートコーポレーション,Industrials,陸運業,貸借
9031,西日本鉄道,Industrials,陸運業,貸借
9033,広島電鉄,Industrials,陸運業,貸借
9037,ハマキョウレックス,Industrials,陸運業,信用
9039,サカイ引越センター,Industrials,陸運業,信用
9041,近畿日本鉄道,Industrials,陸運業,貸借
9042,阪急阪神ホールディングス,Industrials,陸運業,貸借
9044,南海電気鉄道,Industrials,陸運業,信用
9045,京阪電気鉄道,Industrials,陸運業,貸借
9047,名糖運輸,Industrials,陸運業,貸借
9048,名古屋鉄道,Industrials,陸運業,貸借
9055,アルプス物流,Industrials,陸運業,信用
9056,ヒューテックノオリン,Industrials,陸運業,信用
9058,トランコム,Industrials,倉庫･運輸関連業,貸借
9059,カンダコーポレーション,Industrials,陸運業,その他
9061,富士物流,Industrials,陸運業,貸借
9062,日本通運,Industrials,陸運業,貸借
9063,岡山県貨物運送,Industrials,陸運業,信用
9064,ヤマトホールディングス,Industrials,陸運業,貸借
9065,山九,Industrials,陸運業,貸借
9066,日新,Industrials,倉庫･運輸関連業,貸借
9067,丸運,Industrials,陸運業,信用
9068,丸全昭和運輸,Industrials,陸運業,貸借
9069,センコー,Industrials,陸運業,貸借
9070,トナミホールディングス,Industrials,陸運業,貸借
9072,日本梱包運輸倉庫,Industrials,陸運業,貸借
9074,日本石油輸送,Industrials,陸運業,信用
9075,福山通運,Industrials,陸運業,貸借
9076,セイノーホールディングス,Industrials,陸運業,貸借
9081,神奈川中央交通,Industrials,陸運業,貸借
9082,大和自動車交通,Industrials,陸運業,その他
9086,日立物流,Industrials,陸運業,貸借
9101,日本郵船,Industrials,海運業,貸借
9104,商船三井,Industrials,海運業,貸借
9107,川崎汽船,Industrials,海運業,貸借
9110,新和海運,Industrials,海運業,貸借
9113,乾　汽船,Industrials,海運業,貸借
9115,明治海運,Industrials,海運業,信用
9119,飯野海運,Industrials,海運業,貸借
9123,太平洋海運,Industrials,海運業,貸借
9130,共栄タンカー,Industrials,海運業,貸借
9132,第一中央汽船,Industrials,海運業,貸借
9152,関西汽船,Industrials,海運業,信用
9171,栗林商船,Industrials,海運業,その他
9173,東海汽船,Industrials,海運業,信用
9174,ワンダーテーブル,Consumer Cyclical,小売業,貸借
9179,川崎近海汽船,Industrials,海運業,貸借
9193,東京汽船,Industrials,倉庫･運輸関連業,その他
9202,全日本空輸,Industrials,空運業,貸借
9204,スカイマーク,Industrials,空運業,信用
9205,日本航空,Industrials,空運業,貸借
9232,パスコ,Industrials,空運業,貸借
9233,アジア航測,Industrials,空運業,信用
9234,国際航業ホールディングス,Industrials,空運業,貸借
9301,三菱倉庫,Industrials,倉庫･運輸関連業,貸借
9302,三井倉庫,Industrials,倉庫･運輸関連業,貸借
9303,住友倉庫,Industrials,倉庫･運輸関連業,貸借
9304,澁澤倉庫,Industrials,倉庫･運輸関連業,貸借
9305,ヤマタネ,Industrials,卸売業,貸借
9306,東陽倉庫,Industrials,倉庫･運輸関連業,貸借
9308,イヌイ建物,Industrials,倉庫･運輸関連業,その他
9310,日本トランスシティ,Industrials,倉庫･運輸関連業,貸借
9311,アサガミ,Industrials,倉庫･運輸関連業,その他
9312,ケイヒン,Industrials,倉庫･運輸関連業,貸借
9313,丸八倉庫,Industrials,倉庫･運輸関連業,信用
9318,ジェイ・ブリッジ,Financials,証券･商品先物取引業,信用
9320,三和倉庫,Industrials,倉庫･運輸関連業,信用
9321,アイ・ロジスティクス,Industrials,倉庫･運輸関連業,貸借
9324,安田倉庫,Industrials,倉庫･運輸関連業,信用
9351,東洋埠頭,Industrials,倉庫･運輸関連業,貸借
9355,リンコーコーポレーション,Industrials,倉庫･運輸関連業,信用
9358,宇徳,Industrials,倉庫･運輸関連業,信用
9360,鈴与シンワート,Industrials,倉庫･運輸関連業,その他
9361,伏木海陸運送,Industrials,倉庫･運輸関連業,その他
9364,上組,Industrials,倉庫･運輸関連業,貸借
9366,サンリツ,Industrials,倉庫･運輸関連業,貸借
9368,キムラユニティー,Industrials,倉庫･運輸関連業,貸借
9369,キユーソー流通システム,Industrials,倉庫･運輸関連業,信用
9370,郵船航空サービス,Industrials,倉庫･運輸関連業,貸借
9373,ニッコウトラベル,Industrials,サービス業,貸借
9375,近鉄エクスプレス,Industrials,倉庫･運輸関連業,貸借
9380,東海運,Industrials,倉庫･運輸関連業,信用
9381,エーアイテイー,Industrials,倉庫･運輸関連業,貸借
9382,バンテック・グループ・ホールディングス,Industrials,倉庫･運輸関連業,貸借
9384,内外トランスライン,Industrials,倉庫･運輸関連業,その他
9399,新華ファイナンス・リミテッド（新華財經有限公司）,Communication Services,情報･通信業,信用
9401,東京放送,Communication Services,情報･通信業,貸借
9404,日本テレビ放送網,Communication Services,情報･通信業,貸借
9409,テレビ朝日,Communication Services,情報･通信業,貸借
9411,テレビ東京,Communication Services,情報･通信業,貸借
9412,スカパーＪＳＡＴホールディングス,Communication Services,情報･通信業,貸借
9422,アイ・ティー・シーネットワーク,Communication Services,情報･通信業,信用
9427,イー・アクセス,Communication Services,情報･通信業,信用
9430,ＮＥＣモバイリング,Communication Services,情報･通信業,信用
9432,日本電信電話,Communication Services,情報･通信業,貸借
9433,ＫＤＤＩ,Communication Services,情報･通信業,貸借
9435,光通信,Communication Services,情報･通信業,貸借
9437,エヌ・ティ・ティ・ドコモ,Communication Services,情報･通信業,貸借
9445,フォーバルテレコム,Communication Services,情報･通信業,貸借
9448,インボイス,Communication Services,情報･通信業,信用
9449,ＧＭＯインターネット,Communication Services,情報･通信業,貸借
9470,学習研究社,Communication Services,情報･通信業,貸借
9474,ゼンリン,Communication Services,情報･通信業,貸借
9475,昭文社,Communication Services,情報･通信業,貸借
9477,角川グループホールディングス,Communication Services,情報･通信業,貸借
9479,インプレスホールディングス,Communication Services,情報･通信業,貸借
9481,テレフォニカ・エセ・アー,Communication Services,情報･通信業,その他
9496,ドイツテレコム・アーゲー,Communication Services,情報･通信業,信用
9501,東京電力,Utilities,電気･ガス業,貸借
9502,中部電力,Utilities,電気･ガス業,貸借
9503,関西電力,Utilities,電気･ガス業,貸借
9504,中国電力,Utilities,電気･ガス業,貸借
9505,北陸電力,Utilities,電気･ガス業,貸借
9506,東北電力,Utilities,電気･ガス業,貸借
9507,四国電力,Utilities,電気･ガス業,貸借
9508,九州電力,Utilities,電気･ガス業,貸借
9509,北海道電力,Utilities,電気･ガス業,貸借
9511,沖縄電力,Utilities,電気･ガス業,貸借
9513,電源開発,Utilities,電気･ガス業,信用
9514,ファーストエスコ,Utilities,電気･ガス業,信用
9531,東京瓦斯,Utilities,電気･ガス業,貸借
9532,大阪瓦斯,Utilities,電気･ガス業,貸借
9533,東邦瓦斯,Utilities,電気･ガス業,貸借
9534,北海道瓦斯,Utilities,電気･ガス業,貸借
9535,広島ガス,Utilities,電気･ガス業,貸借
9536,西部瓦斯,Utilities,電気･ガス業,貸借
9537,北陸瓦斯,Utilities,電気･ガス業,信用
9539,京葉瓦斯,Utilities,電気･ガス業,信用
9541,大多喜ガス,Utilities,電気･ガス業,信用
9542,新日本瓦斯,Utilities,電気･ガス業,その他
9543,静岡瓦斯,Utilities,電気･ガス業,貸借
9544,東日本ガス,Utilities,電気･ガス業,その他
9600,アイネット,Communication Services,情報･通信業,貸借
9601,松竹,Communication Services,情報･通信業,貸借
9602,東宝,Communication Services,情報･通信業,貸借
9603,エイチ・アイ・エス,Industrials,サービス業,信用
9605,東映,Communication Services,情報･通信業,貸借
9607,葵プロモーション,Communication Services,情報･通信業,貸借
9609,ベンチャー・リンク,Industrials,サービス業,信用
9612,ラックランド,Industrials,サービス業,信用
9613,エヌ・ティ・ティ・データ,Communication Services,情報･通信業,貸借
9615,東京美装興業,Industrials,サービス業,信用
9616,共立メンテナンス,Industrials,サービス業,貸借
9619,イチネンホールディングス,Industrials,サービス業,貸借
9621,建設技術研究所,Industrials,サービス業,貸借
9622,スペース,Industrials,サービス業,信用
9623,キヤノンソフトウェア,Communication Services,情報･通信業,信用
9624,長大,Industrials,サービス業,信用
9628,燦ホールディングス,Industrials,サービス業,貸借
9629,ピー・シー・エー,Communication Services,情報･通信業,信用
9630,アップ,Industrials,サービス業,信用
9631,東急レクリエーション,Industrials,サービス業,信用
9632,スバル興業,Industrials,サービス業,信用
9633,東京テアトル,Industrials,サービス業,貸借
9635,武蔵野興業,Industrials,サービス業,その他
9650,テクモ,Communication Services,情報･通信業,貸借
9652,日本医療事務センター,Industrials,サービス業,信用
9654,光栄,Communication Services,情報･通信業,貸借
9661,歌舞伎座,Industrials,サービス業,信用
9665,吉本興業,Industrials,サービス業,貸借
9667,ホリプロ,Industrials,サービス業,信用
9671,よみうりランド,Industrials,サービス業,貸借
9672,東京都競馬,Industrials,サービス業,貸借
9674,花月園観光,Industrials,サービス業,信用
9675,常磐興産,Industrials,サービス業,貸借
9678,カナモト,Industrials,サービス業,貸借
9680,共成レンテム,Industrials,サービス業,その他
9681,東京ドーム,Industrials,サービス業,貸借
9682,ＤＴＳ,Communication Services,情報･通信業,貸借
9684,スクウェア・エニックス・ホールディングス,Communication Services,情報･通信業,貸借
9692,シーイーシー,Communication Services,情報･通信業,貸借
9694,日立ソフトウェアエンジニアリング,Communication Services,情報･通信業,貸借
9697,カプコン,Communication Services,情報･通信業,貸借
9701,東京會舘,Industrials,サービス業,信用
9702,アイ・エス・ビー,Communication Services,情報･通信業,貸借
9704,東海観光,Industrials,サービス業,信用
9706,日本空港ビルデング,Real Estate,不動産業,信用
9708,帝国ホテル,Industrials,サービス業,信用
9715,トランス・コスモス,Industrials,サービス業,貸借
9716,乃村工藝社,Industrials,サービス業,貸借
9717,ジャステック,Communication Services,情報･通信業,貸借
9719,住商情報システム,Communication Services,情報･通信業,信用
9722,藤田観光,Industrials,サービス業,貸借
9726,近畿日本ツーリスト,Industrials,サービス業,貸借
9728,日本管財,Industrials,サービス業,貸借
9731,白洋舎,Industrials,サービス業,信用
9735,セコム,Industrials,サービス業,貸借
9737,ＣＳＫホールディングス,Communication Services,情報･通信業,貸借
9739,日本システムウエア,Communication Services,情報･通信業,信用
9740,セントラル警備保障,Industrials,サービス業,信用
9741,日立情報システムズ,Communication Services,情報･通信業,信用
9742,アイネス,Communication Services,情報･通信業,貸借
9743,丹青社,Industrials,サービス業,貸借
9744,メイテック,Industrials,サービス業,貸借
9746,ＴＫＣ,Communication Services,情報･通信業,貸借
9747,アサツー　ディ・ケイ,Industrials,サービス業,貸借
9748,エヌジェーケー,Communication Services,情報･通信業,信用
9749,富士ソフト,Communication Services,情報･通信業,貸借
9750,ソラン,Communication Services,情報･通信業,貸借
9755,応用地質,Industrials,サービス業,貸借
9757,船井総合研究所,Industrials,サービス業,貸借
9759,日本システムディベロップメント,Communication Services,情報･通信業,貸借
9760,進学会,Industrials,サービス業,貸借
9761,東海リース,Industrials,サービス業,信用
9763,丸紅建材リース,Industrials,卸売業,貸借
9764,技研興業,Industrials,建設業,信用
9765,オオバ,Industrials,サービス業,信用
9766,コナミ,Communication Services,情報･通信業,貸借
9767,日建工学,Industrials,サービス業,信用
9783,ベネッセコーポレーション,Industrials,サービス業,貸借
9787,イオンディライト,Industrials,サービス業,貸借
9788,ナック,Industrials,サービス業,貸借
9789,栄光,Industrials,サービス業,信用
9790,福井コンピュータ,Communication Services,情報･通信業,貸借
9791,ビケンテクノ,Industrials,サービス業,信用
9792,ニチイ学館,Industrials,サービス業,貸借
9793,ダイセキ,Industrials,サービス業,貸借
9797,大日本コンサルタント,Industrials,サービス業,信用
9799,旭情報サービス,Communication Services,情報･通信業,その他
9810,日鐵商事,Industrials,卸売業,信用
9814,アシックス商事,Industrials,卸売業,信用
9815,カテナ,Industrials,卸売業,信用
9818,大丸エナウィン,Industrials,卸売業,貸借
9824,泉州電業,Industrials,卸売業,信用
9828,元気寿司,Consumer Cyclical,小売業,貸借
9830,トラスコ中山,Industrials,卸売業,貸借
9831,ヤマダ電機,Consumer Cyclical,小売業,貸借
9832,オートバックスセブン,Industrials,卸売業,貸借
9835,ジュンテンドー,Consumer Cyclical,小売業,その他
9842,アークランドサカモト,Consumer Cyclical,小売業,信用
9843,ニトリ,Consumer Cyclical,小売業,貸借
9844,ユーエスシー,Industrials,卸売業,信用
9845,パーカーコーポレーション,Materials,化学,信用
9846,天満屋ストア,Consumer Cyclical,小売業,信用
9850,グルメ杵屋,Consumer Cyclical,小売業,貸借
9854,愛眼,Consumer Cyclical,小売業,貸借
9855,くろがねや,Consumer Cyclical,小売業,信用
9856,ケーユーホールディングス,Consumer Cyclical,小売業,貸借
9861,吉野家ホールディングス,Consumer Cyclical,小売業,貸借
9865,日商エレクトロニクス,Communication Services,情報･通信業,信用
9869,加藤産業,Industrials,卸売業,信用
9873,日本ケンタッキー・フライド・チキン,Consumer Cyclical,小売業,信用
9878,セキド,Consumer Cyclical,小売業,その他
9880,イノテック,Industrials,卸売業,信用
9882,イエローハット,Industrials,卸売業,信用
9883,富士エレクトロニクス,Industrials,卸売業,貸借
9884,都築電産,Industrials,卸売業,信用
9887,松屋フーズ,Consumer Cyclical,小売業,貸借
9889,ＪＢＣＣホールディングス,Communication Services,情報･通信業,信用
9896,ＪＫホールディングス,Industrials,卸売業,貸借
9897,ユニダックス,Industrials,卸売業,貸借
9899,サンデーサン,Consumer Cyclical,小売業,その他
9900,サガミチェーン,Consumer Cyclical,小売業,貸借
9902,日伝,Industrials,卸売業,貸借
9904,ベリテ,Consumer Cyclical,小売業,信用
9912,ダイワボウ情報システム,Industrials,卸売業,貸借
9916,バイタルネット,Industrials,卸売業,貸借
9919,関西スーパーマーケット,Consumer Cyclical,小売業,貸借
9922,日立機材,Materials,金属製品,信用
9928,ミロク情報サービス,Communication Services,情報･通信業,信用
9930,北沢産業,Industrials,卸売業,貸借
9932,杉本商事,Industrials,卸売業,信用
9934,因幡電機産業,Industrials,卸売業,貸借
9937,セシール,Consumer Cyclical,小売業,貸借
9938,住金物産,Industrials,卸売業,信用
9945,プレナス,Consumer Cyclical,小売業,信用
9946,ミニストップ,Consumer Cyclical,小売業,貸借
9947,イマージュホールディングス,Consumer Cyclical,小売業,貸借
9948,アークス,Consumer Cyclical,小売業,信用
9956,バロー,Consumer Cyclical,小売業,貸借
9957,バイテック,Industrials,卸売業,信用
9959,アシードホールディングス,Consumer Cyclical,小売業,貸借
9961,エムオーテック,Industrials,卸売業,信用
9962,ミスミグループ本社,Industrials,卸売業,貸借
9963,江守商事,Industrials,卸売業,信用
9966,藤久,Consumer Cyclical,小売業,信用
9969,ショクブン,Consumer Cyclical,小売業,その他
9972,アルテック,Industrials,卸売業,貸借
9974,ベルク,Consumer Cyclical,小売業,信用
9975,マルヤ,Consumer Cyclical,小売業,信用
9979,大庄,Consumer Cyclical,小売業,信用
9982,タキヒヨー,Industrials,卸売業,貸借
9983,ファーストリテイリング,Consumer Cyclical,小売業,信用
9984,ソフトバンク,Communication Services,情報･通信業,貸借
9986,蔵王産業,Industrials,卸売業,信用
9987,スズケン,Industrials,卸売業,貸借
9989,サンドラッグ,Consumer Cyclical,小売業,貸借
9990,東京デリカ,Consumer Cyclical,小売業,信用
9991,ジェコス,Industrials,卸売業,貸借
9993,ヤマザワ,Consumer Cyclical,小売業,信用
9994,やまや,Consumer Cyclical,小売業,貸借
9997,ベルーナ,Consumer Cyclical,小売業,貸借
